scientific_name,order,order_num,family,family_num,genus,genus_num,species,early_interval,late_interval,max_age_mya,min_age_mya,country,state,longitude,latitude,latlng_basis,latlng_precision,formation,stratigraphy_scale,lithology,environment,assembly_composition,preservation_mode,collection_name,collection_type,life_habit,vision,diet,time_period,preservation_mode_count,presevation_mode_count_scaled,order_num_scaled,diet_scaled,country_scaled
Choubertella spinosa,Redlichiida,19346,Fallotaspididae,152762,Choubertella,19122,spinosa,Atdabanian,,521.0,516.0,EU,,-9.466667,29.616667,estimated from map,minutes,Amouslek,bed,shale,marine indet.,macrofossils,"body,cast",CH-23. Asrir section,taxonomic,low-level epifaunal,well-developed,detritivore,Cambrian,2,1.2126854649529348,-0.3777673928677036,1,13
Symphysops armatus,Asaphida,19834,Cyclopygidae,133735,Symphysops,20200,armata,Kralodvorian,Rawtheyan,450.1,445.2,EU,,14.0,50.0,,degrees,Kraluv Dvur,formation,shale,offshore,"macrofossils,mesofossils","body,cast,mold/impression","Kraluv Dvur, Prague Basin",biostratigraphic,nektonic,well-developed,carnivore,Ordovician,3,2.4592843964821314,-0.37339232350417834,0,13
Flexicalymene meeki,Phacopida,21421,Calymenidae,85380,Flexicalymene,21574,meeki,Richmondian,,449.6,445.5,US,Ohio,-84.0,39.0,,degrees,Arnheim,formation,packstone,carbonate indet.,"macrofossils,mesofossils","body,original calcite,replaced with phosphate",Arnheim - type Cincinnatian,biostratigraphic,nektobenthic,well-developed,carnivore,Ordovician,3,2.4592843964821314,-0.3591643827666484,0,42
Ptarmiganoides hexacantha,Corynexochida,19472,Zacanthoididae,95208,Ptarmiganoides,19678,hexacantha,Solvan,,508.2,504.5,US,Nevada,-114.606941,37.898335,,seconds,Pioche Shale,bed,packstone,marine indet.,,,"Collection 41149, Grassy Spring Mb., Pioche Shale, NV - Eddy and McCollum 1998",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.37663776430253115,0,42
Jujuyaspis borealis,Olenida,392207,Olenidae,82598,Jujuyaspis,20599,borealis,Tremadoc,,486.4,477.1,CA,Alberta,-118.083336,52.883331,based on nearby landmark,minutes,Survey Peak,group of beds,shale,transition zone/lower shoreface,,body,"GSC locality 89284, Survey Peak Fm., Biozone A, Alberta Canada - Dean 1989",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,2.9650455947417167,0,9
Isotelus susae,Asaphida,19834,Asaphidae,82596,Isotelus,20000,susae,Maysvillian,,450.2,449.6,US,Minnesota,-93.26667,44.983334,based on political unit,minutes,Scales Shale,member,limestone,carbonate indet.,macrofossils,body,"Sardeson Collection, Maquoketa Formation, Clermont Member",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,42
Bathyurus (Raymondites) ingalli,Proetida,21062,Bathyuridae,124260,Bathyurus (Raymondites),21090,ingalli,Chatfieldian,,453.8,451.0,CA,Ontario,-78.783333,44.433334,estimated from map,minutes,Verulam,member,limestone,deep subtidal indet.,macrofossils,body,"Zion South (S7) section, lot 10, Lake Simcoe area",biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,9
Eowinterbergia funirepa,Proetida,21062,Phillipsiidae,85866,Eowinterbergia,431749,funirepa,Hastarian,,358.86,353.7,EU,,13.0,47.0,estimated from map,degrees,Pal Grande,bed,limestone,marine indet.,macrofossils,body,Gruene Schneid Bed 6d,biostratigraphic,low-level epifaunal,well-developed,detritivore,Carboniferous,1,-0.03391346657626163,-0.3623829276467828,1,13
Glaphyraspis parva,Ptychopariida,20239,Lonchocephalidae,133815,Glaphyraspis,20524,parva,Dresbachian,,497.0,486.85,CA,Yukon,-128.383331,62.700001,stated in text,minutes,Rabbitkettle,group of beds,siltstone,offshore,,"body,replaced with silica,replaced with phosphate",Section N - collection N-125.5,taxonomic,low-level epifaunal,well-developed,carnivore,,3,2.4592843964821314,-0.3697613745446953,0,9
Tonopahella goldfieldensis,Ptychopariida,20239,Ptychopariidae,80681,Tonopahella,95220,goldfieldensis,Delamaran,,509.7,505.3,US,Nevada,-117.25,37.633331,based on nearby landmark,minutes,Emigrant,group of beds,shale,offshore shelf,macrofossils,body,"USNM 41997, Goldfield Hills",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,0,42
Asaphus (Neoasaphus) ludibundus,Asaphida,19834,Asaphidae,82596,Asaphus (Neoasaphus),19864,ludibundus,Caradoc,,458.2,449.5,EU,Vastergotland,12.0,58.0,estimated from map,degrees,Dalby,group of beds,mudstone,deep subtidal shelf,"macrofossils,mesofossils,microfossils","body,trace",Dalby  Formation. Bed 83.07-84.60,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.37339232350417834,0,13
Kawina torulus,Phacopida,21421,Cheiruridae,85334,Kawina,21616,torulus,Whiterockian,,471.3,457.3,CA,Northwest Territories,-125.783333,61.200001,stated in text,minutes,Sunblood,,limestone,shallow subtidal indet.,"macrofossils,microfossils","body,replaced with silica","Southwestern District of Mackenzie, Caribou Range (S-80)",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.3591643827666484,0,9
Aulacoparia (Aulacoparina) quadrata,Asaphida,19834,Asaphidae,82596,Aulacoparia (Aulacoparina),19868,quadrata,Tulean,,481.7,475.3,US,Utah,-113.360001,38.919998,estimated from map,2,Fillmore Limestone,bed,siltstone,open shallow subtidal,macrofossils,"body,replaced with silica",D-3,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.37339232350417834,0,42
Benthamaspis rhochmotis,Proetida,21062,Bathyuridae,124260,Benthamaspis,21093,rhochmotis,Jeffersonian,,486.85,471.3,US,Oklahoma,-97.143333,34.372223,estimated from map,seconds,Kindblade,bed,lime mudstone,"reef, buildup or bioherm",macrofossils,body,I-482,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,42
Nieszkowskia jakei,Phacopida,21421,Cheiruridae,85334,Nieszkowskia,21659,jakei,Costonian,,458.2,457.2,AR,San Juan,-68.803886,-30.327778,based on nearby landmark,seconds,Las Aguaditas,bed,marl,deep subtidal shelf,macrofossils,body,"LA 5, Las Aguaditas North Section, southwest of San José da Jáchal",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,3
Protolenus (Hupeolenus) jilocanus,Redlichiida,19346,Ellipsocephalidae,133761,Protolenus (Hupeolenus),20883,jilocanus,Early Cambrian,,538.8,506.5,EU,Aragon,-1.483333,41.166668,based on nearby landmark,minutes,Valdemiedes,group of beds,shale,offshore,macrofossils,mold/impression,"Rambla de Valdemiedes 1, beds 1b-9, Murero",taxonomic,low-level epifaunal,well-developed,detritivore,,0,-1.280512398105458,-0.3777673928677036,1,13
Paradamesella typica,Lichida,19721,Damesellidae,155009,Paradamesella,182240,typica,Guzhangian,,500.5,497.0,CN,Hunan,109.971664,28.719168,based on nearby landmark,seconds,Huaqiao,bed,packstone,slope,macrofossils,body,"Wangcun section, 227m",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3744054030904045,0,10
Buttsia globosa,Ptychopariida,20239,Catillicephalidae,82595,Buttsia,19894,globosa,Guzhangian,,500.5,497.0,CN,Hunan,110.916664,29.1,based on nearby landmark,minutes,Huaqiao,bed,limestone,slope,macrofossils,"cast,mold/impression","Wa'ergang, unit 22, NWF22",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.3697613745446953,0,10
Poulsenella latensis,Ptychopariida,20239,Ptychopariidae,80681,Poulsenella,20860,latensis,Nganasanian,,497.0,495.0,RU,Krasnoyar,88.816666,68.0,based on nearby landmark,minutes,Kulyumbe,group of beds,limestone,carbonate indet.,macrofossils,"cast,mold/impression","Kulyumbe River, unit 12",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.3697613745446953,0,35
Nephrolenellus multinodus,Redlichiida,19346,Biceratopsidae,366996,Nephrolenellus,19145,multinodus,Dyeran,,515.3,509.7,US,California,-117.066666,36.75,estimated from map,minutes,Carrara,member,shale,coastal indet.,"macrofossils,mesofossils,microfossils",body,Grapevine Mountains (USGS 3698-CO),taxonomic,low-level epifaunal,,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Lonchodomas volborthi,Trinucleida,198568,Raphiophoridae,124265,Lonchodomas,20035,volborthi,Volkhov,,471.3,469.1,RU,,32.566666,59.966667,estimated from map,minutes,Volkhov,bed,limestone,open shallow subtidal,mesofossils,body,Lynna River section L25L,biostratigraphic,low-level epifaunal,blind,detritivore,Ordovician,1,-0.03391346657626163,1.2290126921112443,1,35
Sphaerocoryphe gemina,Phacopida,21421,Cheiruridae,85334,Sphaerocoryphe,21780,gemina,Ashbyan,,457.3,449.6,US,Virginia,-78.551666,38.841389,based on nearby landmark,seconds,Edinburg,group of beds,limestone,carbonate indet.,macrofossils,"body,replaced with silica","Loc. 6. Hupp Hill, entrance to Battlefield Crystal Caverns, opposite east side of US-11, 1½ miles north of Strasburg",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.3591643827666484,0,42
Pliomerops canadensis,Phacopida,21421,Pliomeridae,124266,Pliomerops,21721,canadensis,Chazyan,,471.3,457.3,US,New York,-73.45472,44.869446,based on nearby landmark,seconds,Crown Point,formation,limestone,marine indet.,"macrofossils,mesofossils",body,"West side of road 348, 1.85 miles SW of Chazy village, NY, Crown Point Fm",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,42
Timsaloproetus haasi,Proetida,21062,Proetidae,56726,Timsaloproetus,265079,haasi,Eifelian,,393.47,387.95,EU,,-6.705556,29.751389,stated in text,seconds,Timrhanrhart,,not reported,marine indet.,"macrofossils,mesofossils","body,cast",near Zguilma (NZ),taxonomic,low-level epifaunal,well-developed,detritivore,Devonian,2,1.2126854649529348,-0.3623829276467828,1,13
Atractopyge kutorgae,Phacopida,21421,Encrinuridae,97159,Atractopyge,21451,kutorgae,Haljala,Keila,456.8,452.8,EU,Oslo-Asker,10.7275,59.916943,estimated from map,seconds,Arnestad,formation,shale,marine indet.,"macrofossils,mesofossils",body,"Bernhard Herres vei, Oslo",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Ischyrotoma anataphra,Proetida,21062,Dimeropygidae,124261,Ischyrotoma,21217,anataphra,Cassinian,,483.4,471.3,CA,Newfoundland,-57.245834,50.730831,estimated from map,seconds,Catoche,,limestone,shallow subtidal indet.,"macrofossils,mesofossils",body,"Bustard Cove, Strigigenalis caudata Lineage Zone",taxonomic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,9
Asaphellus stenorhachis,Asaphida,19834,Asaphidae,82596,Asaphellus,19861,stenorhachis,Tremadocian,,486.85,477.1,AR,Salta,-65.173332,-22.659166,estimated from map,seconds,Santa Rosita,bed,mudstone,offshore,"macrofossils,mesofossils",body,"Rodeo Colorado, 85 m",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,3
Saukiella junia,Asaphida,19834,Dikelocephalidae,133764,Saukiella,20185,junia,Trempealeauan,,490.2,486.85,US,Texas,-99.410004,30.934999,estimated from map,seconds,Wilberns,bed,limestone,carbonate indet.,macrofossils,body,CC-27. On the Blockhouse Ranch,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37339232350417834,0,42
Metabowmania morgani,Proetida,21062,Hystricuridae,133751,Metabowmania,20715,morgani,Stairsian,,483.4,481.7,US,Idaho,-111.635277,42.111942,estimated from map,seconds,Garden City,,rudstone,shallow subtidal indet.,"macrofossils,mesofossils","body,replaced with silica","HC6 135T, Hillyard's Canyon",biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,2,1.2126854649529348,-0.3623829276467828,1,42
Fallotaspis plana,Redlichiida,19346,Fallotaspididae,152762,Fallotaspis,19129,plana,Atdabanian,,521.0,516.0,EU,,-9.466667,29.616667,estimated from map,minutes,Amouslek,bed,shale,marine indet.,macrofossils,"body,cast",TAlS 2-3. Asrir section,biostratigraphic,low-level epifaunal,well-developed,detritivore,Cambrian,2,1.2126854649529348,-0.3777673928677036,1,13
Octillaenus hisingeri,Corynexochida,19472,Illaenidae,124262,Octillaenus,19627,hisingeri,Kralodvorian,Rawtheyan,450.1,445.2,EU,,14.0,50.0,,degrees,Kraluv Dvur,formation,shale,offshore,"macrofossils,mesofossils","body,cast,mold/impression","Kraluv Dvur, Prague Basin",biostratigraphic,nektobenthic,well-developed,carnivore,Ordovician,3,2.4592843964821314,-0.37663776430253115,0,13
Isotelus maximus,Asaphida,19834,Asaphidae,82596,Isotelus,20000,maximus,Richmondian,,449.6,445.5,US,Ohio,-84.0,39.0,,degrees,Arnheim,formation,packstone,carbonate indet.,"macrofossils,mesofossils","body,original calcite,replaced with phosphate",Arnheim - type Cincinnatian,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,3,2.4592843964821314,-0.37339232350417834,0,42
Mexicella mexicana,Ptychopariida,20239,NO_FAMILY_SPECIFIED,NF,Mexicella,20720,mexicana,Solvan,,508.2,504.5,US,Nevada,-114.606941,37.898335,,seconds,Pioche Shale,bed,packstone,marine indet.,,,"Collection 41149, Grassy Spring Mb., Pioche Shale, NV - Eddy and McCollum 1998",taxonomic,low-level epifaunal,,detritivore,Cambrian,0,-1.280512398105458,-0.3697613745446953,1,42
Clelandia albertensis,Ptychopariida,20239,Kingstoniidae,133733,Clelandia,20415,albertensis,Tremadoc,,486.4,477.1,CA,Alberta,-118.083336,52.883331,based on nearby landmark,minutes,Survey Peak,group of beds,shale,transition zone/lower shoreface,,body,"GSC locality 89284, Survey Peak Fm., Biozone A, Alberta Canada - Dean 1989",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3697613745446953,0,9
Encrinurus expansus,Phacopida,21421,Encrinuridae,97159,Encrinurus,21560,expansus,Telychian,,438.6,432.9,EU,Scotland,-3.358333,55.808334,based on political unit,seconds,Cock Rig,member,sandstone,marine indet.,macrofossils,body,"Deerhope Burn, Pentland Hills",paleoecologic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,13
Isotelus gigas,Asaphida,19834,Asaphidae,82596,Isotelus,20000,gigas,Caradoc,,458.2,449.5,CA,Ontario,-78.783333,44.433334,estimated from map,minutes,Verulam,member,limestone,deep subtidal indet.,macrofossils,body,"Zion South (S7) section, lot 10, Lake Simcoe area",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,9
Liobolina submonstrans,Proetida,21062,Phillipsiidae,85866,Liobolina,21238,submonstrans,Hastarian,,358.86,353.7,EU,,13.0,47.0,estimated from map,degrees,Pal Grande,bed,wackestone,marine indet.,macrofossils,body,"Gruene Schneid Bed 5 (5a,5b,5c)",biostratigraphic,low-level epifaunal,well-developed,detritivore,Carboniferous,1,-0.03391346657626163,-0.3623829276467828,1,13
Olenaspella evansi,Olenida,392207,Aphelaspidae,133754,Olenaspella,20094,evansi,Dresbachian,,497.0,486.85,CA,Yukon,-128.383331,62.700001,stated in text,minutes,Rabbitkettle,group of beds,siltstone,offshore,,"body,replaced with silica,replaced with phosphate",Section N - collection N-167,taxonomic,low-level epifaunal,well-developed,carnivore,,3,2.4592843964821314,2.9650455947417167,0,9
Onchocephalites claytonensis,Ptychopariida,20239,Ptychopariidae,80681,Onchocephalites,20768,claytonensis,Delamaran,,509.7,505.3,US,Nevada,-117.25,37.633331,based on nearby landmark,minutes,Emigrant,group of beds,shale,offshore shelf,macrofossils,body,"USNM 41997, Goldfield Hills",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,0,42
Viaphacops cristatus,Phacopida,21421,Phacopidae,56891,Viaphacops,21811,cristata,Eifelian,,393.47,387.95,US,New York,-76.0,43.0,estimated from map,degrees,Onondaga,formation,limestone,deep subtidal shelf,"macrofossils,mesofossils",body,"Onondaga Formation, Nedrow",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,42
Bathyurus mackenziensis,Proetida,21062,Bathyuridae,124260,Bathyurus,21090,mackenziensis,Whiterockian,,471.3,457.3,CA,Northwest Territories,-125.783333,61.200001,stated in text,minutes,Sunblood,,limestone,shallow subtidal indet.,"macrofossils,microfossils","body,replaced with silica","Southwestern District of Mackenzie, Caribou Range (S-88)",biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,2,1.2126854649529348,-0.3623829276467828,1,9
Menoparia genalunata,Asaphida,19834,Remopleurididae,103546,Menoparia,20057,genalunata,Tulean,,481.7,475.3,US,Utah,-113.360001,38.919998,estimated from map,2,Fillmore Limestone,bed,siltstone,open shallow subtidal,macrofossils,"body,replaced with silica",D-3,biostratigraphic,nektobenthic,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.37339232350417834,0,42
Jeffersonia ulrichi,Proetida,21062,Bathyuridae,124260,Jeffersonia,21218,ulrichi,Jeffersonian,,486.85,471.3,US,Oklahoma,-97.143333,34.372223,estimated from map,seconds,Kindblade,bed,lime mudstone,"reef, buildup or bioherm",macrofossils,body,I-482,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,42
Nieszkowskia jakei,Phacopida,21421,Cheiruridae,85334,Nieszkowskia,21659,jakei,Costonian,,458.2,457.2,AR,San Juan,-68.803886,-30.327778,based on nearby landmark,seconds,Las Aguaditas,bed,marl,deep subtidal shelf,macrofossils,body,"LA 6, Las Aguaditas North Section, ~5.5 km west and ~9.5 km south of San José da Jáchal",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,3
Protolenus (Protolenus) pisidianus,Redlichiida,19346,Ellipsocephalidae,133761,Protolenus (Protolenus),20883,pisidianus,Early Cambrian,,538.8,506.5,EU,Aragon,-1.483333,41.166668,based on nearby landmark,minutes,Valdemiedes,group of beds,shale,offshore,macrofossils,mold/impression,"Rambla de Valdemiedes 1, beds 1b-9, Murero",taxonomic,low-level epifaunal,well-developed,detritivore,,0,-1.280512398105458,-0.3777673928677036,1,13
Proceratopyge fuyangensis,Asaphida,19834,Ceratopygidae,82589,Proceratopyge,20136,fuyangensis,Guzhangian,,500.5,497.0,CN,Hunan,109.971664,28.719168,based on nearby landmark,seconds,Huaqiao,bed,packstone,slope,macrofossils,body,"Wangcun section, 227m",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37339232350417834,0,10
Teinistion posterocostum,Lichida,19721,Damesellidae,155009,Teinistion,21002,posterocostum,Guzhangian,,500.5,497.0,CN,Hunan,110.916664,29.1,based on nearby landmark,minutes,Huaqiao,bed,limestone,slope,macrofossils,"cast,mold/impression","Wa'ergang, unit 22, NWF22",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.3744054030904045,0,10
